,artist,track_name,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,album,track_id
247,MGMT,Electric Feel,0.763,0.803,-3.713,0.0351,0.0709,0.285,0.348,0.561,103.04,Oracular Spectacular,3FtYbEfBqAlGO46NUDQSAt
248,Bon Iver,Skinny Love,0.592,0.263,-14.029,0.0568,0.845,5.68e-06,0.127,0.109,76.366,"For Emma, Forever Ago",3B3eOgLJSqPEA0RfboIQVM
249,Radiohead,Weird Fishes/ Arpeggi,0.531,0.61,-8.025,0.0387,0.772,0.756,0.0908,0.199,152.958,In Rainbows,4wajJ1o7jWIg62YqpkHC7S
250,Daft Punk,"Harder, Better, Faster, Stronger",0.817,0.716,-8.898,0.144,0.0427,0.00263,0.358,0.692,123.474,Discovery,5W3cjX2J3tjhG8zb6u0qHn
251,La Roux,Bulletproof,0.674,0.882,-2.771,0.0477,0.000441,6.47e-05,0.068,0.682,123.016,La Roux,3kMrazSvILsgcwtidZd1Qd
252,Kaiser Chiefs,Ruby,0.451,0.939,-2.82,0.0512,0.00673,4.85e-06,0.0774,0.448,93.416,"Yours Truly, Angry Mob",2fAIfPLrPUTW1AmJRR428Q
253,Fleet Foxes,White Winter Hymnal,0.628,0.5,-9.66,0.0268,0.44,0.0,0.244,0.68,124.932,Fleet Foxes,0GegHVxeozw3rdjte45Bfx
254,Florence + The Machine,Dog Days Are Over,0.492,0.81,-5.315,0.0847,0.0416,0.00379,0.117,0.245,149.954,Lungs (Deluxe Edition),1YLJVmuzeM2YSUkCCaTNUB
255,Band of Horses,The Funeral,0.319,0.757,-6.117,0.0432,0.016,0.0,0.102,0.101,122.465,Everything All The Time,5lRzWDEe7UuedU2QPsFg0K
256,MGMT,Time to Pretend,0.438,0.94,-3.249,0.0452,8.74e-05,0.0777,0.3,0.421,100.99,Oracular Spectacular,4iG2gAwKXsOcijVaVXzRPW
257,Grizzly Bear,Two Weeks,0.537,0.712,-5.597,0.0286,0.289,0.00568,0.08,0.704,159.871,Veckatimest,0iTpQYzJnYgh7kIxyq8A2O
258,The Shins,New Slang - 2021 Remaster,0.67,0.403,-10.623,0.031,0.753,0.0903,0.0858,0.622,129.984,"Oh, Inverted World (20th Anniversary Remaster)",0NslHuacjxQYfUTOW3HCIV
259,Daft Punk,Something About Us,0.875,0.475,-12.673,0.0986,0.44,0.72,0.046,0.384,99.958,Discovery,1NeLwFETswx8Fzxl2AFl91
260,The Raconteurs,"Steady, As She Goes",0.525,0.578,-4.563,0.12,0.0132,0.00916,0.108,0.537,123.696,Broken Boy Soldiers,4xlEKYv7HmC8zXoJIbpZKM
261,The Dandy Warhols,Bohemian Like You,0.584,0.931,-6.158,0.0344,0.00315,0.772,0.133,0.694,131.275,Thirteen Tales From Urban Bohemia,0yEhNqCwEfy8LHUmnZoHpP
262,Travis,Sing,0.33,0.905,-5.047,0.0497,0.000233,8.14e-06,0.0712,0.259,163.142,The Invisible Band,4yA2SM7XCLkSgkBUSoZb5S
263,Edward Sharpe & The Magnetic Zeros,Home - 2019 - Remaster,0.53,0.634,-5.759,0.0311,0.249,0.000622,0.0979,0.106,111.615,Up From Below (10th Anniversary Edition) [2019 - Remaster],7KWGfnsUU4Ri46TIvjpAPx
264,Yeah Yeah Yeahs,Maps,0.502,0.941,-5.194,0.0716,0.000346,0.319,0.553,0.124,119.783,Fever To Tell (Deluxe Remastered),0hDQV9X1Da5JrwhK8gu86p
265,Crystal Castles,Crimewave,0.746,0.691,-7.533,0.0403,0.184,0.0259,0.205,0.888,119.982,Crystal Castles,3TjliM0xQ3fkza0RpINRrq
266,Phoenix,1901,0.59,0.829,-5.649,0.0419,0.0601,3.99e-05,0.19,0.704,144.099,Wolfgang Amadeus Phoenix,1Ug5wxoHthwxctyWTUMGta
267,Vampire Weekend,A-Punk,0.551,0.819,-4.489,0.0525,0.0103,0.0437,0.153,0.846,174.917,Vampire Weekend,3AydAydLzyyZutA0375XIz
268,Queens of the Stone Age,No One Knows,0.507,0.588,-4.881,0.0641,0.0359,0.000129,0.373,0.637,170.889,Songs For The Deaf,6NvRxjfYkkT2SpirAlmsjH
269,The White Stripes,Blue Orchid,0.481,0.645,-8.535,0.318,0.0863,6.2e-06,0.332,0.612,151.307,Get Behind Me Satan,4jU7NPkz4HVnM4hweqNhI1
270,The Strokes,Someday,0.539,0.521,-7.46,0.0299,0.00425,0.0,0.367,0.679,106.035,Is This It,7hm4HTk9encxT0LYC0J6oI
271,Klaxons,Golden Skans,0.463,0.836,-2.776,0.0381,0.000418,7.38e-06,0.25,0.713,141.955,Myths Of The Near Future,6BqWhxll86CGGE6WxgdRqG
272,Radiohead,Everything In Its Right Place,0.296,0.463,-11.412,0.0449,0.705,0.0482,0.0954,0.0629,123.943,Kid A,2kRFrWaLWiKq48YYVdGcm8
273,Passion Pit,Sleepyhead,0.568,0.719,-5.406,0.0354,0.0892,1.84e-06,0.233,0.539,106.036,Manners,4prEPl61C8qZpeo3IkYSMl
274,The Postal Service,Such Great Heights - Remastered,0.644,0.808,-7.268,0.0513,0.0467,0.187,0.0652,0.175,174.98,Give Up (Deluxe 10th Anniversary Edition),4G21jWo0Cm6lOIUNnZ2mUI
275,The Shins,Australia,0.416,0.827,-5.177,0.0384,0.00428,0.000242,0.277,0.87,169.902,Wincing The Night Away,47TQjzeG4KI0XWWb0wkbri
276,The Temper Trap,Sweet Disposition,0.531,0.821,-6.812,0.0439,0.0701,0.171,0.124,0.34,129.139,Conditions,5RoIXwyTCdyUjpMMkk4uPd
277,The Strokes,Last Nite,0.624,0.899,-5.709,0.0296,0.0221,0.000137,0.0975,0.79,104.061,Is This It,3SUusuA9jH1v6PVwtYMbdv
278,The White Stripes,Icky Thump,0.417,0.63,-7.24,0.0898,0.0209,0.0134,0.0543,0.341,94.214,Icky Thump,2LMq1O0NiqGhPOlXo3McYQ
279,Cold War Kids,Hang Me Up To Dry,0.509,0.922,-2.823,0.031,0.0219,0.00117,0.496,0.645,92.5,Robbers & Cowards,3IXRdLsQib8m0hBbQpe7T8
280,The Coral,Dreaming of You,0.441,0.684,-7.495,0.031,0.374,0.000848,0.108,0.971,199.001,The Coral,6ebxt3Iylxe0GcEuUGlIvb
281,Interpol,Obstacle 1,0.377,0.938,-4.9,0.0618,5.18e-05,0.58,0.0705,0.385,120.514,Turn On The Bright Lights,1ZBqJilDGBVYktvlCEo9jC
282,Lykke Li,Little Bit,0.819,0.736,-6.504,0.0416,0.158,0.00161,0.109,0.701,120.318,Youth Novels,0Ps4Eh6SQjeLnubbCsQTDD
283,Phoenix,If I Ever Feel Better,0.755,0.553,-9.449,0.107,0.0492,0.00607,0.0646,0.836,119.7,United,3AA8xNhDC0MpqwkGX3EP5V
284,Justice,D.A.N.C.E,0.613,0.962,-5.07,0.278,0.034,0.0,0.824,0.496,113.015,Justice,33yAEqzKXexYM3WlOYtTfQ
285,Fleet Foxes,Mykonos,0.3,0.452,-9.298,0.0305,0.395,0.000834,0.137,0.342,82.985,First Collection 2006-2009,2s7pyee9w04uQy3cNKzey9
286,STRFKR,Rawnald Gregory Erickson the Second,0.9,0.538,-7.879,0.0343,0.229,0.843,0.287,0.713,95.508,Starfucker,4j4pPKE3xAblPIbhxScC1j
287,Kings of Leon,Molly's Chambers,0.598,0.911,-3.97,0.0515,0.222,3.84e-06,0.216,0.953,146.469,Youth And Young Manhood,0nCAVzknkzRXRgB6LhRv04
288,Arcade Fire,Wake Up,0.252,0.8,-4.845,0.0368,0.12,0.0538,0.118,0.29,139.361,Funeral,6Hmj7SrLRbreLVfVS7mV1S
289,The Chemical Brothers,Galvanize,0.745,0.714,-3.681,0.0751,0.0141,0.0222,0.363,0.365,104.003,Push The Button,4bz7uB4edifWKJXSDxwHcs
290,Bombay Bicycle Club,Always Like This,0.659,0.591,-6.713,0.0313,0.441,0.000861,0.0862,0.707,121.14,I Had The Blues But I Shook Them Loose,73M2Vb5MfZh8iGKudkMtlw
291,The Whitest Boy Alive,Burning,0.721,0.758,-7.536,0.0372,0.669,0.891,0.133,0.865,150.825,Dreams,0QgR03vMDoBoLgcu08EtKl
292,José González,Heartbeats,0.589,0.177,-14.891,0.0325,0.977,0.714,0.0958,0.311,88.409,Veneer,5YqpHuXpFjDVZ7tY1ClFll
293,The White Stripes,The Hardest Button to Button,0.694,0.515,-8.663,0.0736,0.00666,0.622,0.0884,0.566,128.246,Elephant,3RdQfyk7BBxxIx0zSnCBIw
294,The Libertines,Don't Look Back into the Sun,0.211,0.849,-3.994,0.116,0.00605,0.000436,0.263,0.59,175.616,Don't Look Back into the Sun,4KspXoCVJXGY1VrvEe1Hdm
295,Arcade Fire,Rebellion (Lies),0.401,0.933,-5.682,0.0344,0.00744,0.627,0.318,0.734,127.193,Funeral,0xOeB16JDbBJBJKSdHbElT
296,Franz Ferdinand,Do You Want To,0.412,0.944,-2.896,0.0448,0.0724,0.000493,0.801,0.79,123.091,You Could Have It So Much Better,6WrnSlcN0dzTO80mVVbBto
297,Cat Power,Sea of Love,0.585,0.0859,-11.478,0.0484,0.94,0.0,0.16,0.12,78.54,The Covers Record,33kKcOJoyNduHwXhEnga8X
298,Bon Iver,For Emma,0.669,0.613,-11.12,0.036,0.487,0.176,0.132,0.566,110.668,"For Emma, Forever Ago",2nilAlGEZmwyaLTMMyDdLo
299,Kasabian,Underdog,0.526,0.895,-5.407,0.0543,0.0603,1.3e-06,0.582,0.655,101.016,West Ryder Pauper Lunatic Asylum,3PbsDnKdrZY0ttX7VE9s5R
300,LCD Soundsystem,Dance Yrself Clean,0.739,0.611,-9.829,0.0622,0.00557,0.725,0.04,0.794,98.004,This Is Happening,2cmRpmO04TLaKPzmAzySYZ
301,TV On The Radio,Wolf Like Me,0.363,0.787,-5.071,0.0429,0.00176,0.00445,0.531,0.202,175.919,Return To Cookie Mountain,03wKMRNYVvw6s9nm4I4jUS
302,Metric,Help I'm Alive,0.57,0.884,-4.55,0.0601,0.00826,0.00322,0.364,0.405,118.485,Fantasies,0cahtHEywK64NSWqm2SDTi
303,Phantogram,When I'm Small,0.646,0.758,-4.34,0.0314,0.191,0.097,0.103,0.424,91.998,Eyelid Movies,21nf6u3sQbfViHX7wNZmhK
304,Arctic Monkeys,When The Sun Goes Down,0.348,0.875,-4.758,0.199,0.0341,0.0,0.117,0.407,169.152,"Whatever People Say I Am, That's What I'm Not",0ZRrJTPXDToRJ2iLo9oLrW
305,Kasabian,Club Foot,0.238,0.919,-6.893,0.0816,0.0257,2.31e-05,0.0914,0.123,101.752,Kasabian,6C0xucNj75wRdlejwWIEW1
306,The Kooks,Naive,0.547,0.816,-6.165,0.0624,0.0688,0.0,0.127,0.722,102.765,Inside In / Inside Out,2RUhtNBh43RtSg0WBPPq3m
307,Band of Horses,No One's Gonna Love You,0.313,0.894,-3.579,0.0294,0.122,0.0,0.0925,0.363,149.044,Cease To Begin,2IvNxLl01CTAfCOA103Tgx
308,Paolo Nutini,Jenny Don't Be Hasty,0.764,0.816,-5.551,0.0338,0.00362,0.0,0.136,0.894,120.456,These Streets,3G3GZnfjmypPEdkItAofp8
309,The Hives,Hate To Say I Told You So,0.451,0.929,-5.021,0.0549,0.00109,0.00785,0.442,0.378,135.767,Veni Vidi Vicious,6xxXrNJnnsQNLdgNk8S4y8
310,Santigold,L.E.S. Artistes,0.869,0.796,-2.001,0.034,0.0348,1.01e-05,0.111,0.726,117.99,Santigold,4dmCLAZbWYT0qtcG7GVMdb
311,The Killers,Mr. Brightside,0.352,0.911,-5.23,0.0747,0.00121,0.0,0.0995,0.236,148.033,Hot Fuss,003vvx7Niy0yvhvHt4a68B
312,Bloc Party,Banquet,0.578,0.892,-7.952,0.0441,0.000139,0.0111,0.215,0.892,150.253,Silent Alarm,2YxXuCdbUpil3P7tRjhW1t
313,The White Stripes,Seven Nation Army,0.743,0.446,-7.807,0.0683,0.0039,0.118,0.337,0.278,123.596,Elephant,3dPQuX8Gs42Y7b454ybpMR
314,Kings of Leon,Sex on Fire,0.542,0.905,-5.653,0.054,0.00172,0.0104,0.136,0.374,153.398,Only By The Night,0ntQJM78wzOLVeCUAW7Y45
315,Franz Ferdinand,Take Me Out,0.277,0.663,-8.821,0.0377,0.000409,0.00051,0.136,0.527,104.561,Franz Ferdinand,20I8RduZC2PWMWTDCZuuAN
316,The Killers,Somebody Told Me,0.497,0.97,-4.851,0.0836,9.04e-05,0.000674,0.101,0.689,138.081,Hot Fuss,6PwjJ58I4t7Mae9xfZ9l9v
317,Empire of the Sun,Walking On A Dream,0.871,0.701,-5.594,0.0458,0.257,7.52e-06,0.0589,0.716,126.975,Walking On A Dream (10th Anniversary Edition),5r5cp9IpziiIsR6b93vcnQ
318,Mother Mother,Hayloft,0.527,0.922,-2.666,0.0728,0.00475,0.000162,0.422,0.49,95.975,O My Heart,2kS6td1yvmpNgZTt1q5pQq
319,MGMT,Kids,0.451,0.931,-3.871,0.0719,0.00076,0.0049,0.361,0.172,122.961,Oracular Spectacular,1jJci4qxiYcOHhQR247rEU
320,M.I.A.,Paper Planes,0.447,0.848,-6.175,0.222,0.033,7.46e-05,0.65,0.485,172.253,Kala,1ixbwbeBi5ufN4noUKmW5a
321,Daft Punk,One More Time,0.613,0.697,-8.618,0.133,0.0194,0.0,0.332,0.476,122.746,Discovery,0DiWol3AO6WpXZgp0goxAV
322,The Strokes,Reptilia,0.489,0.649,-5.11,0.0336,0.000603,0.713,0.101,0.77,158.009,Room On Fire,57Xjny5yNzAcsxnusKmAfA
323,Peter Bjorn and John,Young Folks,0.699,0.812,-6.005,0.0377,0.0164,0.000763,0.105,0.662,138.185,Writer's Block,4dyx5SzxPPaD8xQIid5Wjj
324,Modest Mouse,Float On,0.649,0.888,-4.807,0.0293,0.013,2.23e-06,0.0888,0.553,100.975,Good News For People Who Love Bad News,2lwwrWVKdf3LR9lbbhnr6R
325,Franz Ferdinand,This fffire - New Version,0.442,0.887,-5.943,0.1,0.0259,4.57e-06,0.0655,0.637,146.358,This fffire,46gSk82duJtX3TTA182ruG
326,The Killers,When You Were Young,0.467,0.988,-3.313,0.112,0.000152,0.0484,0.28,0.321,130.433,Sam's Town,70wYA8oYHoMzhRRkARoMhU
327,MGMT,Electric Feel,0.763,0.803,-3.713,0.0351,0.0709,0.285,0.348,0.561,103.04,Oracular Spectacular,3FtYbEfBqAlGO46NUDQSAt
328,Bon Iver,Skinny Love,0.592,0.263,-14.029,0.0568,0.845,5.68e-06,0.127,0.109,76.366,"For Emma, Forever Ago",3B3eOgLJSqPEA0RfboIQVM
329,Radiohead,Weird Fishes/ Arpeggi,0.531,0.61,-8.025,0.0387,0.772,0.756,0.0908,0.199,152.958,In Rainbows,4wajJ1o7jWIg62YqpkHC7S
330,Daft Punk,"Harder, Better, Faster, Stronger",0.817,0.716,-8.898,0.144,0.0427,0.00263,0.358,0.692,123.474,Discovery,5W3cjX2J3tjhG8zb6u0qHn
331,La Roux,Bulletproof,0.674,0.882,-2.771,0.0477,0.000441,6.47e-05,0.068,0.682,123.016,La Roux,3kMrazSvILsgcwtidZd1Qd
332,Kaiser Chiefs,Ruby,0.451,0.939,-2.82,0.0512,0.00673,4.85e-06,0.0774,0.448,93.416,"Yours Truly, Angry Mob",2fAIfPLrPUTW1AmJRR428Q
333,Fleet Foxes,White Winter Hymnal,0.628,0.5,-9.66,0.0268,0.44,0.0,0.244,0.68,124.932,Fleet Foxes,0GegHVxeozw3rdjte45Bfx
334,Florence + The Machine,Dog Days Are Over,0.492,0.81,-5.315,0.0847,0.0416,0.00379,0.117,0.245,149.954,Lungs (Deluxe Edition),1YLJVmuzeM2YSUkCCaTNUB
335,Band of Horses,The Funeral,0.319,0.757,-6.117,0.0432,0.016,0.0,0.102,0.101,122.465,Everything All The Time,5lRzWDEe7UuedU2QPsFg0K
336,MGMT,Time to Pretend,0.438,0.94,-3.249,0.0452,8.74e-05,0.0777,0.3,0.421,100.99,Oracular Spectacular,4iG2gAwKXsOcijVaVXzRPW
337,Grizzly Bear,Two Weeks,0.537,0.712,-5.597,0.0286,0.289,0.00568,0.08,0.704,159.871,Veckatimest,0iTpQYzJnYgh7kIxyq8A2O
338,The Shins,New Slang - 2021 Remaster,0.67,0.403,-10.623,0.031,0.753,0.0903,0.0858,0.622,129.984,"Oh, Inverted World (20th Anniversary Remaster)",0NslHuacjxQYfUTOW3HCIV
339,Daft Punk,Something About Us,0.875,0.475,-12.673,0.0986,0.44,0.72,0.046,0.384,99.958,Discovery,1NeLwFETswx8Fzxl2AFl91
340,The Raconteurs,"Steady, As She Goes",0.525,0.578,-4.563,0.12,0.0132,0.00916,0.108,0.537,123.696,Broken Boy Soldiers,4xlEKYv7HmC8zXoJIbpZKM
341,The Dandy Warhols,Bohemian Like You,0.584,0.931,-6.158,0.0344,0.00315,0.772,0.133,0.694,131.275,Thirteen Tales From Urban Bohemia,0yEhNqCwEfy8LHUmnZoHpP
342,Travis,Sing,0.33,0.905,-5.047,0.0497,0.000233,8.14e-06,0.0712,0.259,163.142,The Invisible Band,4yA2SM7XCLkSgkBUSoZb5S
343,Edward Sharpe & The Magnetic Zeros,Home - 2019 - Remaster,0.53,0.634,-5.759,0.0311,0.249,0.000622,0.0979,0.106,111.615,Up From Below (10th Anniversary Edition) [2019 - Remaster],7KWGfnsUU4Ri46TIvjpAPx
344,Yeah Yeah Yeahs,Maps,0.502,0.941,-5.194,0.0716,0.000346,0.319,0.553,0.124,119.783,Fever To Tell (Deluxe Remastered),0hDQV9X1Da5JrwhK8gu86p
345,Crystal Castles,Crimewave,0.746,0.691,-7.533,0.0403,0.184,0.0259,0.205,0.888,119.982,Crystal Castles,3TjliM0xQ3fkza0RpINRrq
346,Phoenix,1901,0.59,0.829,-5.649,0.0419,0.0601,3.99e-05,0.19,0.704,144.099,Wolfgang Amadeus Phoenix,1Ug5wxoHthwxctyWTUMGta
347,Vampire Weekend,A-Punk,0.551,0.819,-4.489,0.0525,0.0103,0.0437,0.153,0.846,174.917,Vampire Weekend,3AydAydLzyyZutA0375XIz
348,Queens of the Stone Age,No One Knows,0.507,0.588,-4.881,0.0641,0.0359,0.000129,0.373,0.637,170.889,Songs For The Deaf,6NvRxjfYkkT2SpirAlmsjH
349,The White Stripes,Blue Orchid,0.481,0.645,-8.535,0.318,0.0863,6.2e-06,0.332,0.612,151.307,Get Behind Me Satan,4jU7NPkz4HVnM4hweqNhI1
350,The Strokes,Someday,0.539,0.521,-7.46,0.0299,0.00425,0.0,0.367,0.679,106.035,Is This It,7hm4HTk9encxT0LYC0J6oI
351,Klaxons,Golden Skans,0.463,0.836,-2.776,0.0381,0.000418,7.38e-06,0.25,0.713,141.955,Myths Of The Near Future,6BqWhxll86CGGE6WxgdRqG
352,Radiohead,Everything In Its Right Place,0.296,0.463,-11.412,0.0449,0.705,0.0482,0.0954,0.0629,123.943,Kid A,2kRFrWaLWiKq48YYVdGcm8
353,Passion Pit,Sleepyhead,0.568,0.719,-5.406,0.0354,0.0892,1.84e-06,0.233,0.539,106.036,Manners,4prEPl61C8qZpeo3IkYSMl
354,The Postal Service,Such Great Heights - Remastered,0.644,0.808,-7.268,0.0513,0.0467,0.187,0.0652,0.175,174.98,Give Up (Deluxe 10th Anniversary Edition),4G21jWo0Cm6lOIUNnZ2mUI
355,The Shins,Australia,0.416,0.827,-5.177,0.0384,0.00428,0.000242,0.277,0.87,169.902,Wincing The Night Away,47TQjzeG4KI0XWWb0wkbri
356,The Temper Trap,Sweet Disposition,0.531,0.821,-6.812,0.0439,0.0701,0.171,0.124,0.34,129.139,Conditions,5RoIXwyTCdyUjpMMkk4uPd
357,The Strokes,Last Nite,0.624,0.899,-5.709,0.0296,0.0221,0.000137,0.0975,0.79,104.061,Is This It,3SUusuA9jH1v6PVwtYMbdv
358,The White Stripes,Icky Thump,0.417,0.63,-7.24,0.0898,0.0209,0.0134,0.0543,0.341,94.214,Icky Thump,2LMq1O0NiqGhPOlXo3McYQ
359,Cold War Kids,Hang Me Up To Dry,0.509,0.922,-2.823,0.031,0.0219,0.00117,0.496,0.645,92.5,Robbers & Cowards,3IXRdLsQib8m0hBbQpe7T8
360,The Coral,Dreaming of You,0.441,0.684,-7.495,0.031,0.374,0.000848,0.108,0.971,199.001,The Coral,6ebxt3Iylxe0GcEuUGlIvb
361,Interpol,Obstacle 1,0.377,0.938,-4.9,0.0618,5.18e-05,0.58,0.0705,0.385,120.514,Turn On The Bright Lights,1ZBqJilDGBVYktvlCEo9jC
362,Lykke Li,Little Bit,0.819,0.736,-6.504,0.0416,0.158,0.00161,0.109,0.701,120.318,Youth Novels,0Ps4Eh6SQjeLnubbCsQTDD
363,Phoenix,If I Ever Feel Better,0.755,0.553,-9.449,0.107,0.0492,0.00607,0.0646,0.836,119.7,United,3AA8xNhDC0MpqwkGX3EP5V
364,Justice,D.A.N.C.E,0.613,0.962,-5.07,0.278,0.034,0.0,0.824,0.496,113.015,Justice,33yAEqzKXexYM3WlOYtTfQ
365,Fleet Foxes,Mykonos,0.3,0.452,-9.298,0.0305,0.395,0.000834,0.137,0.342,82.985,First Collection 2006-2009,2s7pyee9w04uQy3cNKzey9
366,STRFKR,Rawnald Gregory Erickson the Second,0.9,0.538,-7.879,0.0343,0.229,0.843,0.287,0.713,95.508,Starfucker,4j4pPKE3xAblPIbhxScC1j
